order_id,date,region,sales_rep,customer_id,customer_segment,product_category,channel,units,list_price_eur,discount_pct,revenue_eur,cost_eur,promised_lead_days,actual_lead_days,on_time,in_full,returned
O009082,2025-04-23,Nordics,Berg,C0010,SMB,fasteners,field-sales,68,0.8137,0.147,47.2,32.43,3,3,1,1,0
O009083,2025-04-23,DACH-South,Huber,C0371,Trade,hand tools,field-sales,23,24.0515,0.13,481.27,373.39,3,3,1,1,0
O009105,2025-04-23,West,Martin,C0221,Enterprise,chemicals,branch,208,6.0568,0.158,1060.76,662.92,1,1,1,1,0
O009108,2025-04-23,Nordics,Lindqvist,C0254,Trade,ppe,e-shop,20,3.5663,0.123,62.55,44.99,2,2,1,1,0
O009110,2025-04-23,East,Nowak,C0092,SMB,power tools,field-sales,76,144.1324,0.036,10559.72,7932.55,3,3,1,1,1
O009120,2025-04-23,Nordics,Lindqvist,C0175,SMB,ppe,phone,17,3.3701,0.033,55.4,33.83,3,3,1,0,0
O009130,2025-04-23,DACH-North,Braun,C0109,Trade,chemicals,phone,21,7.4319,0.053,147.8,83.21,3,3,1,1,0
O009226,2025-04-23,West,Dubois,C0286,SMB,fasteners,field-sales,40,0.8637,0.078,31.85,19.94,3,6,0,1,0
O009240,2025-04-23,DACH-North,Klein,C0146,SMB,fasteners,field-sales,68,0.845,0.193,46.37,32.29,3,3,1,1,0
O009337,2025-04-23,DACH-South,Mayer,C0094,SMB,ppe,e-shop,67,3.8096,0.119,224.87,163.41,2,2,1,1,0
O009387,2025-04-23,DACH-South,Mayer,C0207,SMB,hand tools,field-sales,29,27.1764,0.176,649.41,499.5,3,3,1,1,0
O009391,2025-04-23,East,Kovac,C0366,Enterprise,fasteners,e-shop,325,0.9085,0.092,268.1,169.58,2,2,1,1,0
O009396,2025-04-23,DACH-North,Klein,C0378,Enterprise,abrasives,e-shop,181,1.1047,0.084,183.15,107.0,2,2,1,1,0
O009397,2025-04-23,West,Martin,C0136,Trade,chemicals,e-shop,38,7.1789,0.0,272.8,146.42,2,2,1,1,0
O009404,2025-04-23,West,Dubois,C0147,Trade,chemicals,e-shop,21,6.2435,0.038,126.13,73.94,2,2,1,1,0
O009420,2025-04-23,West,Dubois,C0393,Enterprise,chemicals,e-shop,150,6.4955,0.124,853.51,522.95,2,2,1,1,0
O009426,2025-04-23,DACH-South,Huber,C0253,SMB,abrasives,e-shop,52,1.003,0.063,48.87,30.57,2,2,1,1,0
O009433,2025-04-23,Nordics,Lindqvist,C0089,Trade,ppe,field-sales,29,3.7423,0.09,98.76,68.78,3,7,0,0,0
O009444,2025-04-23,DACH-South,Fischer,C0249,SMB,chemicals,field-sales,75,6.1606,0.053,437.56,247.51,3,5,0,1,0
O009453,2025-04-23,DACH-South,Fischer,C0123,SMB,power tools,field-sales,114,134.3342,0.08,14088.97,11269.32,3,3,1,1,0
O009510,2025-04-23,West,Martin,C0322,Trade,chemicals,field-sales,39,7.0178,0.005,272.33,142.45,3,3,1,1,0
O009524,2025-04-23,West,Dubois,C0323,Trade,abrasives,e-shop,9,1.171,0.06,9.91,5.64,2,2,1,1,0
O009527,2025-04-23,Nordics,Lindqvist,C0260,SMB,chemicals,branch,91,6.6986,0.116,538.86,339.67,1,1,1,1,0
O009549,2025-04-23,DACH-South,Mayer,C0245,SMB,fasteners,field-sales,59,0.9964,0.046,56.08,33.15,3,3,1,1,0
O008895,2025-04-24,West,Dubois,C0393,Enterprise,ppe,e-shop,140,3.3472,0.059,440.96,276.57,2,2,1,1,0
O008906,2025-04-24,East,Kovac,C0206,Trade,hand tools,e-shop,16,22.6338,0.0,362.14,241.65,2,2,1,1,0
O008943,2025-04-24,DACH-South,Mayer,C0129,SMB,power tools,phone,60,146.4736,0.092,7979.88,6114.98,3,3,1,1,0
O008946,2025-04-24,West,Dubois,C0379,Enterprise,ppe,branch,353,3.591,0.126,1107.9,766.12,1,2,0,1,0
O008961,2025-04-24,East,Nowak,C0056,SMB,abrasives,e-shop,74,1.0787,0.048,75.99,46.92,2,2,1,1,0
O008978,2025-04-24,DACH-South,Huber,C0222,SMB,ppe,field-sales,82,3.6259,0.049,282.75,184.71,3,3,1,1,0
O008987,2025-04-24,East,Nowak,C0092,SMB,abrasives,e-shop,91,1.209,0.021,107.71,64.02,2,2,1,1,0
O009003,2025-04-24,East,Nowak,C0097,Trade,chemicals,branch,27,7.1567,0.003,192.65,103.52,1,1,1,1,0
O009021,2025-04-24,Nordics,Berg,C0234,Trade,ppe,e-shop,21,3.5904,0.0,75.4,47.32,2,2,1,1,0
O009033,2025-04-24,DACH-North,Braun,C0280,Enterprise,chemicals,branch,381,7.4473,0.137,2448.69,1561.25,1,1,1,1,0
O009041,2025-04-24,West,Dubois,C0360,SMB,ppe,e-shop,55,3.7835,0.108,185.62,124.09,2,2,1,1,0
O009063,2025-04-24,West,Dubois,C0131,SMB,fasteners,branch,49,1.0083,0.14,42.49,29.76,1,1,1,1,0
O009072,2025-04-24,East,Nowak,C0201,SMB,hand tools,field-sales,55,24.253,0.053,1263.22,861.79,3,3,1,1,0
O009077,2025-04-24,DACH-North,Braun,C0255,SMB,ppe,branch,69,3.8406,0.115,234.53,167.31,1,1,1,1,0
O009126,2025-04-24,DACH-North,Braun,C0001,Enterprise,chemicals,phone,169,6.1136,0.165,862.72,533.31,3,3,1,1,0
O009179,2025-04-24,DACH-North,Weber,C0048,SMB,fasteners,e-shop,60,0.883,0.028,51.5,30.53,2,2,1,1,0
O009215,2025-04-24,DACH-North,Klein,C0017,SMB,chemicals,field-sales,1,6.6785,0.034,6.45,3.45,3,3,1,1,0
O009236,2025-04-24,DACH-North,Braun,C0159,Enterprise,ppe,field-sales,135,3.3381,0.149,383.5,280.77,3,3,1,1,0
O009245,2025-04-24,DACH-South,Huber,C0038,SMB,fasteners,e-shop,54,0.8901,0.026,46.82,28.47,2,2,1,1,0
O009294,2025-04-24,West,Martin,C0160,SMB,fasteners,branch,17,0.8485,0.119,12.71,8.56,1,4,0,1,0
O009319,2025-04-24,DACH-South,Fischer,C0035,SMB,abrasives,phone,35,1.0983,0.028,37.36,21.87,3,3,1,1,0
O009361,2025-04-24,West,Dubois,C0393,Enterprise,fasteners,field-sales,77,0.9903,0.118,67.26,42.54,3,3,1,1,0
O009382,2025-04-24,DACH-North,Weber,C0280,Enterprise,ppe,e-shop,236,3.5873,0.256,629.87,520.61,2,2,1,1,0
O009394,2025-04-24,DACH-South,Huber,C0041,SMB,power tools,e-shop,74,142.6458,0.115,9341.87,7918.45,2,4,0,1,0
O009395,2025-04-24,DACH-North,Klein,C0242,Trade,fasteners,branch,26,0.9028,0.081,21.57,13.32,1,1,1,1,0
O009484,2025-04-24,Nordics,Lindqvist,C0084,SMB,hand tools,field-sales,76,25.6471,0.087,1779.6,1245.05,3,5,0,1,0
O009515,2025-04-24,DACH-South,Mayer,C0040,SMB,abrasives,branch,74,1.1348,0.124,73.56,47.53,1,1,1,1,0
O009526,2025-04-24,DACH-South,Huber,C0095,Enterprise,power tools,e-shop,149,157.7016,0.101,21124.29,17113.68,2,2,1,1,0
O009544,2025-04-24,East,Kovac,C0092,SMB,chemicals,field-sales,62,6.3244,0.105,350.94,217.19,3,3,1,1,0
O009558,2025-04-24,West,Martin,C0235,Trade,power tools,e-shop,10,137.1901,0.072,1273.12,964.11,2,2,1,1,0
O009571,2025-04-24,East,Nowak,C0185,SMB,fasteners,e-shop,103,0.9855,0.066,94.81,57.91,2,2,1,1,0
O009575,2025-04-24,West,Dubois,C0265,Trade,hand tools,e-shop,26,26.1787,0.0,680.65,438.08,2,2,1,1,0
O008896,2025-04-25,West,Martin,C0379,Enterprise,ppe,field-sales,309,3.5227,0.097,982.93,688.97,3,7,0,1,0
O008900,2025-04-25,Nordics,Lindqvist,C0299,SMB,chemicals,branch,34,6.3177,0.064,201.05,114.62,1,1,1,1,0
O008925,2025-04-25,West,Dubois,C0108,SMB,chemicals,field-sales,81,6.1337,0.087,453.61,279.7,3,3,1,1,0
O008935,2025-04-25,West,Martin,C0131,SMB,fasteners,field-sales,94,1.0024,0.1,84.8,53.62,3,3,1,1,0
O008950,2025-04-25,East,Kovac,C0309,Enterprise,fasteners,branch,111,0.8935,0.133,85.99,56.86,1,1,1,1,0
O008981,2025-04-25,East,Nowak,C0060,SMB,ppe,phone,55,3.8127,0.054,198.37,130.56,3,3,1,1,0
O009009,2025-04-25,DACH-North,Braun,C0355,Enterprise,fasteners,field-sales,178,0.8384,0.158,125.66,85.31,3,3,1,1,0
O009055,2025-04-25,West,Martin,C0265,Trade,fasteners,phone,23,0.9077,0.077,19.27,12.14,3,3,1,1,0
O009088,2025-04-25,DACH-South,Fischer,C0325,Enterprise,fasteners,field-sales,20,0.86,0.161,14.43,9.94,3,3,1,1,0
O009145,2025-04-25,DACH-South,Mayer,C0118,SMB,fasteners,field-sales,52,0.8675,0.094,40.87,25.15,3,3,1,1,0
O009227,2025-04-25,DACH-South,Fischer,C0070,SMB,power tools,branch,59,152.3863,0.073,8334.46,6791.98,1,1,1,1,0
O009229,2025-04-25,West,Dubois,C0243,SMB,abrasives,e-shop,40,1.0577,0.079,38.97,23.63,2,2,1,1,0
O009256,2025-04-25,East,Nowak,C0200,Trade,hand tools,field-sales,4,23.68,0.095,85.72,59.53,3,3,1,1,0
O009278,2025-04-25,East,Kovac,C0185,SMB,abrasives,field-sales,40,1.0735,0.117,37.92,24.3,3,3,1,1,0
O009287,2025-04-25,West,Dubois,C0377,Trade,ppe,branch,22,3.8132,0.175,69.21,53.45,1,2,0,1,0
O009309,2025-04-25,DACH-North,Klein,C0178,Trade,fasteners,branch,32,0.8462,0.037,26.08,15.4,1,1,1,1,0
O009352,2025-04-25,West,Dubois,C0180,Trade,fasteners,e-shop,14,0.8842,0.164,10.35,7.39,2,2,1,1,0
O009359,2025-04-25,West,Dubois,C0131,SMB,chemicals,field-sales,83,6.0902,0.0,505.49,285.48,3,3,1,1,0
O009486,2025-04-25,DACH-South,Fischer,C0117,Trade,fasteners,e-shop,35,0.9092,0.129,27.72,17.56,2,2,1,1,0
O009490,2025-04-25,West,Dubois,C0150,Trade,hand tools,field-sales,37,24.5397,0.16,762.69,595.95,3,3,1,1,0
O008870,2025-04-26,DACH-South,Fischer,C0141,Enterprise,chemicals,branch,206,6.6693,0.19,1112.84,712.08,1,1,1,1,0
O008905,2025-04-26,East,Kovac,C0233,Trade,fasteners,field-sales,28,0.9017,0.0,25.25,14.55,3,3,1,1,0
O008960,2025-04-26,DACH-South,Huber,C0226,Trade,fasteners,phone,34,0.8662,0.096,26.62,17.9,3,3,1,1,0
O008998,2025-04-26,DACH-North,Klein,C0223,SMB,ppe,phone,82,3.579,0.005,292.01,174.84,3,3,1,1,0
O009074,2025-04-26,West,Dubois,C0157,Trade,fasteners,branch,23,0.9895,0.0,22.76,13.71,1,1,1,1,0
O009104,2025-04-26,DACH-South,Mayer,C0226,Trade,chemicals,e-shop,14,6.3551,0.0,88.97,45.65,2,2,1,1,0
O009174,2025-04-26,East,Kovac,C0238,Trade,power tools,e-shop,17,142.0324,0.0,2414.55,1720.36,2,2,1,1,1
O009181,2025-04-26,DACH-South,Huber,C0184,Enterprise,hand tools,e-shop,139,22.4723,0.249,2345.86,2130.43,2,2,1,1,0
O009193,2025-04-26,Nordics,Lindqvist,C0083,SMB,ppe,e-shop,72,3.3229,0.044,228.72,143.91,2,2,1,1,0
O009211,2025-04-26,DACH-South,Fischer,C0141,Enterprise,power tools,branch,299,151.6464,0.182,37089.98,34239.23,1,1,1,1,0
O009274,2025-04-26,West,Martin,C0360,SMB,ppe,field-sales,66,3.4773,0.177,188.88,139.9,3,3,1,1,0
O009283,2025-04-26,Nordics,Lindqvist,C0186,Trade,ppe,field-sales,14,3.0932,0.121,38.06,26.38,3,3,1,1,0
O009289,2025-04-26,East,Nowak,C0297,SMB,abrasives,field-sales,70,1.0723,0.056,70.86,42.55,3,7,0,1,0
O009291,2025-04-26,DACH-North,Weber,C0298,Trade,ppe,field-sales,21,3.7732,0.0,79.24,49.44,3,3,1,1,0
O009315,2025-04-26,DACH-North,Klein,C0328,SMB,fasteners,branch,74,0.8937,0.103,59.32,38.39,1,5,0,1,0
O009338,2025-04-26,East,Kovac,C0135,SMB,fasteners,field-sales,118,1.0264,0.09,110.21,72.71,3,3,1,0,0
O009390,2025-04-26,East,Kovac,C0124,SMB,ppe,branch,53,3.5515,0.085,172.23,112.21,1,1,1,1,0
O009418,2025-04-26,DACH-North,Klein,C0349,SMB,ppe,branch,62,3.451,0.056,201.98,129.2,1,1,1,1,0
O009429,2025-04-26,East,Nowak,C0030,Trade,hand tools,e-shop,24,25.2131,0.094,548.23,380.97,2,2,1,1,0
O009452,2025-04-26,Nordics,Lindqvist,C0332,SMB,chemicals,branch,38,7.3134,0.096,251.23,149.77,1,1,1,1,0
O009456,2025-04-26,East,Nowak,C0126,Enterprise,chemicals,e-shop,140,6.629,0.109,826.9,492.89,2,5,0,1,0
O009459,2025-04-26,DACH-South,Mayer,C0117,Trade,fasteners,e-shop,28,0.9191,0.134,22.29,14.28,2,2,1,1,0
O009462,2025-04-26,West,Martin,C0182,Trade,fasteners,e-shop,19,0.9904,0.039,18.08,10.46,2,2,1,1,0
O009517,2025-04-26,East,Nowak,C0122,Trade,chemicals,field-sales,17,6.5132,0.142,95.0,62.61,3,6,0,1,0
O009521,2025-04-26,East,Nowak,C0217,Trade,fasteners,e-shop,24,0.8322,0.102,17.94,11.57,2,2,1,1,0
O009564,2025-04-26,Nordics,Lindqvist,C0399,Enterprise,fasteners,phone,99,1.032,0.033,98.8,59.29,3,5,0,1,0
O009572,2025-04-26,East,Nowak,C0043,SMB,fasteners,branch,82,0.8234,0.013,66.64,38.18,1,1,1,1,0
O008871,2025-04-27,East,Kovac,C0058,Enterprise,chemicals,field-sales,164,5.9134,0.108,865.06,546.54,3,3,1,1,0
O008877,2025-04-27,DACH-South,Huber,C0115,SMB,power tools,e-shop,107,157.4322,0.094,15261.79,11860.2,2,2,1,1,0
O008878,2025-04-27,Nordics,Lindqvist,C0380,Trade,abrasives,e-shop,22,1.0939,0.038,23.15,13.88,2,2,1,1,0
O008924,2025-04-27,DACH-South,Mayer,C0034,SMB,chemicals,e-shop,67,6.7822,0.083,416.69,242.66,2,2,1,1,0
O008982,2025-04-27,DACH-South,Huber,C0333,Trade,fasteners,e-shop,39,0.9597,0.053,35.44,22.54,2,2,1,1,0
O009001,2025-04-27,West,Dubois,C0131,SMB,abrasives,field-sales,41,1.2642,0.108,46.23,29.31,3,3,1,1,0
O009014,2025-04-27,East,Nowak,C0331,SMB,power tools,branch,52,137.7641,0.024,6991.8,5339.17,1,2,0,1,0
O009024,2025-04-27,East,Kovac,C0319,Trade,chemicals,e-shop,33,7.2531,0.049,227.62,128.19,2,2,1,1,0
O009029,2025-04-27,East,Kovac,C0313,SMB,abrasives,e-shop,46,1.1435,0.079,48.45,30.61,2,2,1,1,0
O009040,2025-04-27,East,Kovac,C0107,SMB,abrasives,branch,52,1.0022,0.129,45.39,30.34,1,1,1,1,0
O009049,2025-04-27,West,Dubois,C0374,Trade,chemicals,branch,36,6.2881,0.077,208.94,121.01,1,1,1,1,0
O009067,2025-04-27,East,Nowak,C0014,Trade,fasteners,field-sales,17,0.842,0.055,13.53,8.33,3,4,0,1,0
O009113,2025-04-27,DACH-North,Klein,C0205,SMB,ppe,e-shop,72,3.9002,0.114,248.8,166.96,2,2,1,1,1
O009140,2025-04-27,DACH-North,Klein,C0261,Enterprise,fasteners,branch,187,0.882,0.101,148.28,91.17,1,1,1,1,0
O009151,2025-04-27,West,Martin,C0179,Trade,ppe,phone,32,3.1619,0.0,101.18,65.5,3,3,1,1,0
O009158,2025-04-27,DACH-South,Huber,C0336,Trade,ppe,e-shop,29,3.4032,0.0,98.69,63.29,2,2,1,1,0
O009166,2025-04-27,East,Nowak,C0369,Trade,abrasives,e-shop,23,1.2484,0.063,26.9,16.26,2,2,1,1,0
O009197,2025-04-27,DACH-South,Huber,C0040,SMB,power tools,e-shop,56,150.2856,0.164,7035.77,6232.94,2,6,0,1,0
O009207,2025-04-27,DACH-South,Mayer,C0142,SMB,fasteners,branch,77,0.8105,0.076,57.67,37.16,1,1,1,1,0
O009225,2025-04-27,DACH-North,Braun,C0205,SMB,hand tools,field-sales,76,21.7435,0.159,1389.76,1076.54,3,6,0,1,0
O009252,2025-04-27,East,Nowak,C0297,SMB,abrasives,field-sales,90,1.1077,0.022,97.5,57.38,3,3,1,1,0
O009304,2025-04-27,DACH-South,Mayer,C0371,Trade,fasteners,phone,20,0.8124,0.125,14.22,9.71,3,3,1,1,0
O009341,2025-04-27,Nordics,Lindqvist,C0186,Trade,power tools,phone,25,157.2428,0.0,3931.07,2860.07,3,3,1,1,0
O009344,2025-04-27,Nordics,Lindqvist,C0229,SMB,fasteners,e-shop,62,0.8126,0.0,50.38,28.65,2,2,1,1,0
O009412,2025-04-27,DACH-South,Fischer,C0336,Trade,power tools,field-sales,26,127.6624,0.042,3179.82,2367.65,3,3,1,1,0
O009423,2025-04-27,DACH-North,Klein,C0361,Trade,power tools,e-shop,31,142.9944,0.148,3776.77,3256.94,2,2,1,1,0
O009460,2025-04-27,East,Nowak,C0036,Trade,fasteners,e-shop,22,0.8982,0.08,18.18,11.06,2,2,1,1,0
O009464,2025-04-27,DACH-North,Braun,C0079,Enterprise,abrasives,e-shop,338,1.259,0.122,373.63,236.66,2,2,1,1,0
O009487,2025-04-27,East,Nowak,C0037,SMB,chemicals,e-shop,51,7.0057,0.151,303.34,200.61,2,2,1,1,0
O009494,2025-04-27,DACH-North,Klein,C0351,Trade,power tools,e-shop,10,127.526,0.0,1275.26,887.48,2,2,1,1,0
O009563,2025-04-27,West,Martin,C0157,Trade,abrasives,field-sales,43,0.9998,0.054,40.67,23.82,3,3,1,1,0
O009577,2025-04-27,DACH-North,Weber,C0078,SMB,ppe,field-sales,76,3.8042,0.019,283.63,175.59,3,3,1,1,0
O008872,2025-04-28,DACH-South,Huber,C0044,Enterprise,abrasives,field-sales,130,1.2262,0.118,140.6,84.98,3,3,1,1,0
O008933,2025-04-28,DACH-South,Fischer,C0184,Enterprise,fasteners,e-shop,123,0.9877,0.145,103.87,71.77,2,2,1,1,0
O008953,2025-04-28,Nordics,Berg,C0359,Enterprise,fasteners,field-sales,206,0.9366,0.138,166.31,113.82,3,3,1,1,0
O008968,2025-04-28,Nordics,Lindqvist,C0294,Trade,power tools,field-sales,32,135.5564,0.111,3856.31,3266.78,3,3,1,1,0
O008992,2025-04-28,DACH-South,Fischer,C0035,SMB,abrasives,field-sales,48,1.1097,0.057,50.23,29.9,3,3,1,1,0
O009002,2025-04-28,Nordics,Berg,C0247,Enterprise,chemicals,branch,267,6.421,0.228,1323.52,919.2,1,1,1,1,0
O009050,2025-04-28,West,Martin,C0073,SMB,abrasives,e-shop,1,1.028,0.114,0.91,0.55,2,2,1,1,0
O009051,2025-04-28,DACH-South,Huber,C0329,SMB,abrasives,branch,49,1.1789,0.037,55.63,32.24,1,1,1,1,0
O009071,2025-04-28,Nordics,Berg,C0303,Trade,fasteners,phone,22,0.8552,0.049,17.89,11.06,3,3,1,1,0
O009097,2025-04-28,East,Kovac,C0206,Trade,hand tools,e-shop,22,21.9536,0.024,471.39,304.85,2,2,1,1,0
O009119,2025-04-28,Nordics,Berg,C0338,Trade,chemicals,field-sales,31,6.0247,0.0,186.77,104.93,3,3,1,1,0
O009124,2025-04-28,DACH-North,Weber,C0362,Trade,ppe,branch,33,3.4593,0.0,114.16,70.7,1,1,1,1,0
O009170,2025-04-28,Nordics,Berg,C0186,Trade,chemicals,field-sales,19,6.6398,0.049,119.97,65.73,3,3,1,1,1
O009219,2025-04-28,East,Nowak,C0384,Trade,hand tools,field-sales,6,23.0002,0.121,121.3,88.65,3,3,1,1,0
O009220,2025-04-28,West,Martin,C0360,SMB,fasteners,phone,36,0.9767,0.023,34.35,21.36,3,3,1,1,0
O009234,2025-04-28,DACH-South,Fischer,C0040,SMB,ppe,branch,60,3.6664,0.082,201.95,133.65,1,1,1,1,0
O009254,2025-04-28,East,Nowak,C0060,SMB,chemicals,e-shop,64,7.1991,0.082,422.96,243.23,2,2,1,1,0
O009298,2025-04-28,East,Kovac,C0170,SMB,fasteners,field-sales,79,0.9729,0.052,72.86,43.43,3,5,0,1,0
O009301,2025-04-28,DACH-South,Fischer,C0368,Trade,fasteners,branch,17,1.0211,0.103,15.57,10.47,1,1,1,1,0
O009351,2025-04-28,East,Kovac,C0233,Trade,hand tools,branch,23,27.183,0.0,625.21,426.44,1,1,1,1,1
O009409,2025-04-28,DACH-South,Fischer,C0076,Trade,hand tools,e-shop,28,27.4054,0.019,752.77,529.17,2,4,0,1,0
O009428,2025-04-28,East,Nowak,C0148,Enterprise,ppe,branch,361,3.3765,0.121,1071.43,775.09,1,1,1,1,0
O009461,2025-04-28,DACH-South,Mayer,C0149,SMB,hand tools,e-shop,56,27.2776,0.076,1411.45,991.78,2,2,1,1,0
O009585,2025-05-01,Nordics,Lindqvist,C0072,SMB,fasteners,e-shop,89,0.987,0.105,78.62,48.83,2,2,1,1,0
O009604,2025-05-01,DACH-North,Klein,C0153,Enterprise,hand tools,phone,195,27.1841,0.13,4611.78,3405.6,3,3,1,1,0
O009642,2025-05-01,Nordics,Berg,C0303,Trade,fasteners,field-sales,28,0.8846,0.076,22.89,14.2,3,3,1,1,0
O009655,2025-05-01,West,Dubois,C0395,Trade,ppe,field-sales,27,3.7468,0.06,95.09,61.07,3,3,1,1,0
O009665,2025-05-01,DACH-North,Klein,C0023,SMB,hand tools,branch,58,23.0117,0.0,1334.68,879.48,1,1,1,0,0
O009737,2025-05-01,East,Kovac,C0373,Trade,ppe,e-shop,27,3.4591,0.076,86.3,59.73,2,2,1,1,0
O009777,2025-05-01,East,Nowak,C0036,Trade,ppe,e-shop,34,3.1729,0.05,102.48,65.45,2,2,1,1,0
O009829,2025-05-01,DACH-South,Fischer,C0222,SMB,hand tools,branch,63,26.0734,0.168,1366.66,1087.53,1,1,1,1,0
O009842,2025-05-01,DACH-South,Fischer,C0154,Trade,power tools,phone,13,149.858,0.049,1852.69,1467.73,3,3,1,1,0
O009871,2025-05-01,Nordics,Lindqvist,C0145,SMB,hand tools,phone,115,24.4105,0.0,2807.21,1895.12,3,3,1,1,0
O009928,2025-05-01,Nordics,Lindqvist,C0188,SMB,ppe,field-sales,53,3.0902,0.09,149.04,96.63,3,3,1,1,0
O009939,2025-05-01,Nordics,Berg,C0239,Trade,ppe,field-sales,27,3.6235,0.014,96.46,63.24,3,3,1,1,0
O009979,2025-05-01,East,Kovac,C0056,SMB,chemicals,e-shop,63,5.992,0.085,345.41,194.16,2,2,1,1,1
O010015,2025-05-01,DACH-South,Huber,C0326,Trade,power tools,field-sales,7,142.9189,0.101,899.39,735.15,3,3,1,1,0
O010031,2025-05-01,West,Dubois,C0047,SMB,hand tools,e-shop,6,22.9867,0.138,118.89,92.28,2,5,0,1,0
O010118,2025-05-01,Nordics,Lindqvist,C0210,Trade,abrasives,field-sales,18,1.151,0.0,20.72,11.68,3,3,1,1,0
O010181,2025-05-01,DACH-North,Weber,C0356,Trade,fasteners,field-sales,12,0.9978,0.0,11.97,7.07,3,3,1,1,0
O010191,2025-05-01,Nordics,Berg,C0237,SMB,fasteners,e-shop,40,0.9694,0.086,35.44,23.56,2,2,1,0,0
O010201,2025-05-01,West,Martin,C0374,Trade,abrasives,e-shop,22,1.0666,0.063,21.99,13.24,2,2,1,1,0
O010219,2025-05-01,DACH-South,Fischer,C0070,SMB,ppe,branch,1,3.905,0.083,3.58,2.3,1,1,1,0,0
O010265,2025-05-01,West,Dubois,C0211,SMB,chemicals,phone,48,6.9803,0.077,309.26,178.24,3,3,1,1,0
O010273,2025-05-01,Nordics,Lindqvist,C0210,Trade,fasteners,branch,24,0.849,0.126,17.81,11.77,1,2,0,1,0
O009583,2025-05-02,DACH-North,Klein,C0223,SMB,abrasives,e-shop,64,1.1464,0.047,69.92,41.52,2,2,1,1,0
O009587,2025-05-02,DACH-North,Braun,C0048,SMB,abrasives,branch,98,1.0371,0.063,95.23,57.36,1,1,1,1,0
O009602,2025-05-02,Nordics,Lindqvist,C0397,SMB,ppe,e-shop,100,3.7452,0.019,367.4,223.35,2,2,1,1,0
O009625,2025-05-02,Nordics,Berg,C0344,SMB,hand tools,e-shop,85,26.1439,0.0,2222.23,1523.36,2,2,1,1,0
O009748,2025-05-02,West,Dubois,C0195,Enterprise,fasteners,field-sales,125,0.9546,0.164,99.76,69.44,3,3,1,1,0
O009767,2025-05-02,DACH-South,Mayer,C0262,Trade,abrasives,e-shop,11,1.0253,0.049,10.73,6.14,2,2,1,1,0
O009780,2025-05-02,DACH-South,Fischer,C0253,SMB,chemicals,e-shop,63,5.882,0.104,332.03,201.67,2,2,1,1,0
O009804,2025-05-02,Nordics,Berg,C0134,Enterprise,fasteners,e-shop,243,0.8765,0.176,175.5,122.72,2,2,1,1,0
O009830,2025-05-02,West,Dubois,C0286,SMB,fasteners,field-sales,85,1.0001,0.116,75.15,51.75,3,3,1,1,0
O009876,2025-05-02,West,Dubois,C0086,SMB,hand tools,field-sales,62,25.1255,0.09,1417.58,1020.36,3,3,1,1,0
O009889,2025-05-02,DACH-North,Weber,C0327,SMB,ppe,e-shop,42,3.7801,0.069,147.81,97.74,2,2,1,1,0
O009951,2025-05-02,East,Kovac,C0098,Trade,abrasives,e-shop,14,1.1503,0.097,14.54,8.67,2,2,1,1,0
O009960,2025-05-02,East,Nowak,C0281,Enterprise,fasteners,field-sales,175,1.0127,0.185,144.44,103.8,3,3,1,1,0
O009992,2025-05-02,DACH-North,Weber,C0181,SMB,fasteners,e-shop,63,0.8498,0.108,47.76,31.17,2,2,1,1,0
O010005,2025-05-02,DACH-South,Huber,C0021,Enterprise,power tools,branch,249,143.8317,0.224,27791.74,25877.84,1,1,1,1,0
O010013,2025-05-02,West,Martin,C0379,Enterprise,hand tools,phone,163,22.6757,0.123,3241.51,2439.91,3,7,0,1,0
O010050,2025-05-02,West,Dubois,C0230,SMB,abrasives,e-shop,52,1.0487,0.023,53.28,29.34,2,2,1,1,0
O010076,2025-05-02,DACH-North,Braun,C0101,Trade,chemicals,branch,18,6.1843,0.077,102.75,61.5,1,1,1,1,0
O010133,2025-05-02,DACH-North,Weber,C0075,Trade,fasteners,e-shop,27,0.9604,0.0,25.93,15.5,2,2,1,1,0
O010143,2025-05-02,DACH-South,Fischer,C0232,SMB,ppe,field-sales,74,3.417,0.136,218.47,160.39,3,3,1,1,0
O010163,2025-05-02,Nordics,Lindqvist,C0252,Enterprise,power tools,field-sales,203,133.4892,0.095,24523.97,18847.44,3,3,1,1,0
O010178,2025-05-02,DACH-South,Fischer,C0308,Enterprise,fasteners,e-shop,288,0.914,0.162,220.59,146.54,2,4,0,1,0
O010195,2025-05-02,East,Kovac,C0051,Trade,fasteners,e-shop,30,1.0051,0.107,26.93,16.86,2,2,1,1,0
O010241,2025-05-02,DACH-South,Huber,C0116,Enterprise,ppe,branch,81,3.3679,0.184,222.6,167.07,1,4,0,0,0
O009623,2025-05-03,West,Dubois,C0047,SMB,abrasives,phone,72,1.1552,0.069,77.44,45.93,3,3,1,1,0
O009645,2025-05-03,DACH-North,Klein,C0078,SMB,chemicals,branch,83,7.425,0.0,616.27,327.95,1,2,0,1,0
O009659,2025-05-03,East,Nowak,C0206,Trade,fasteners,phone,38,0.9617,0.008,36.25,20.33,3,3,1,1,0
O009691,2025-05-03,Nordics,Lindqvist,C0196,SMB,fasteners,e-shop,91,1.0296,0.1,84.32,51.76,2,2,1,1,0
O009699,2025-05-03,Nordics,Berg,C0145,SMB,fasteners,field-sales,74,0.8859,0.108,58.48,39.76,3,3,1,1,0
